-117.7211113,34.119948
-117.7279171,34.1200598
-117.7203026,34.1100591
-117.7206482,34.1100637
-117.7190259,34.105379
-117.7190425,34.1057124
-117.7142793,34.1183589
-117.725842,34.1044176
-117.7254472,34.1062328
-117.7223278,34.1102219
-117.7223228,34.109901
-117.718044,34.120998
-117.7229391,34.1184445
-117.7246074,34.1184512
-117.7237935,34.1162681
-117.7236468,34.1175432
-117.7207664,34.1160636
-117.7208711,34.1169679
-117.7268068,34.1187532
-117.7268202,34.1193172
-117.7279333,34.1128663
-117.7278128,34.1139207
-117.7194018,34.1092425
-117.7203108,34.1091092
-117.7202567,34.1044078
-117.7202599,34.1053423
-117.7202599,34.1061492
-117.7202556,34.1071446
-117.7202952,34.1113186
-117.7202972,34.1121544
-117.7202354,34.1160552
-117.7202488,34.1177539
-117.7202408,34.1183972
-117.7202536,34.1189811
-117.7202609,34.1193178
-117.7219552,34.1192911
-117.7219167,34.1189205
-117.7219507,34.1182434
-117.7137739,34.1170902
-117.7136651,34.1183523
-117.7166901,34.1053826
-117.7184433,34.105384
-117.7224181,34.1053137
-117.7245223,34.1055881
-117.7268422,34.1065485
-117.7279962,34.1064717
-117.7290615,34.1064748
-117.7219041,34.1176682
-117.7226502,34.1175774
-117.7230521,34.117561
-117.7246074,34.1134404
-117.7266727,34.1133138
-117.728966,34.1127531
-117.730924,34.1105079
-117.7320318,34.1103058
-117.7227707,34.109926
-117.72191,34.1098593
-117.7289767,34.1130618
-117.7299343,34.112984
-117.7308704,34.1129752
-117.7279075,34.1165779
-117.7279172,34.1187665
-117.7278824,34.119355
-117.723733,34.1095797
-117.7259765,34.1094756
-117.7276661,34.1084682
-117.7149351,34.1061161
-117.7149771,34.1071378
-117.714957,34.1101042
-117.7150181,34.1103959
-117.7237518,34.108507
-117.7239966,34.1105946
-117.7245944,34.1114443
-117.7245869,34.1152631
-117.7246012,34.1165509
-117.7246262,34.1193394
-117.7259654,34.1076498
-117.7276437,34.1076564
-117.7289499,34.1076253
-117.7263217,34.1147471
-117.7263515,34.1165865
-117.731844,34.113728
-117.7316697,34.1148783
-117.7316217,34.1157693
-117.730873,34.1158154
-117.730792,34.1166664
-117.7306821,34.1175699
-117.7224358,34.1043848
-117.7224706,34.1061634
-117.7224458,34.1070932
-117.7306665,34.1148694
-117.7157285,34.1183488
-117.7152663,34.11835
-117.7186107,34.1077031
-117.7191579,34.1100039
-117.7289685,34.1112546
-117.7299503,34.1113193
-117.7324271,34.1109683
-117.7279877,34.1052704
-117.7210695,34.1097093
-117.7210444,34.1097926
-117.7207374,34.1098718
-117.720629,34.109884
-117.7253587,34.1084865
-117.7259673,34.1071034
-117.7220573,34.1091039
-117.7230257,34.1090978
-117.7230512,34.1084897
-117.7245842,34.1043818
-117.7265627,34.1102437
-117.7279763,34.1095663
-117.7289579,34.1095686
-117.7299821,34.1175699
-117.7253598,34.1152397
-117.7254939,34.1157763
-117.7142746,34.1061865
-117.721818,34.109788
-117.721818,34.109589
-117.7227556,34.1101844
-117.7227808,34.1095718
-117.7289777,34.1193525
-117.7257232,34.1188753
-117.7225582,34.1193039
-117.7256964,34.119335
-117.7257715,34.1114284
-117.7255979,34.112584
-117.7162415,34.1183751
-117.729937,34.1085892
-117.7299231,34.1121921
