-117.7303076,34.1026192,0.0
-117.7312303,34.1044492,0.0
-117.7318525,34.104467,0.0
-117.7318311,34.105302,0.0
-117.729063,34.1053376,0.0
-117.7279472,34.1064391,0.0
-117.7290201,34.1044137,0.0
-117.7290201,34.1025659,0.0
-117.731638,34.1034187,0.0
-117.7317238,34.102708,0.0
-117.7304578,34.1022638,0.0
-117.7268314,34.1005581,0.0
-117.727282,34.0997585,0.0
-117.7290201,34.1007891,0.0
-117.7273035,34.0986391,0.0
-117.7268958,34.1053198,0.0
-117.72903,34.0987211,0.0
-117.7246428,34.1024415,0.0
-117.72468,34.10161,0.0
-117.7256942,34.1015886,0.0
-117.7255869,34.1006291,0.0
-117.7260375,34.1001849,0.0
-117.7256083,34.1000783,0.0
-117.7255869,34.0993854,0.0
-117.7250934,34.0990122,0.0
-117.7252221,34.0994031,0.0
-117.7244925,34.0993854,0.0
-117.7241151,34.1001425,0.0
-117.7241278,34.1006825,0.0
-117.7236557,34.1015886,0.0
-117.7235484,34.1010378,0.0
-117.7224326,34.1006469,0.0
-117.7224112,34.1016064,0.0
-117.7224541,34.1024592,0.0
-117.7223897,34.1021572,0.0
-117.72245,34.10274,0.0
-117.7245569,34.1043959,0.0
-117.7258444,34.1044314,0.0
-117.7254152,34.1062437,0.0
-117.7239776,34.1063681,0.0
-117.723484,34.1062437,0.0
-117.724514,34.1056041,0.0
-117.7224541,34.1053198,0.0
-117.7224326,34.1061726,0.0
-117.7223682,34.1069899,0.0
-117.7220678,34.1091219,0.0
-117.7259517,34.107665,0.0
-117.7253723,34.1085178,0.0
-117.7256083,34.1090508,0.0
-117.7237201,34.1090508,0.0
-117.723763,34.1096016,0.0
-117.7237201,34.1085178,0.0
-117.7205229,34.1091219,0.0
-117.7201581,34.1091041,0.0
-117.7193856,34.1092995,0.0
-117.7186561,34.1077539,0.0
-117.7190638,34.110028,0.0
-117.7182269,34.1101701,0.0
-117.7169824,34.1101523,0.0
-117.7150512,34.1104366,0.0
-117.7145791,34.1106498,0.0
-117.7159309,34.1094239,0.0
-117.7149439,34.1087843,0.0
-117.7149653,34.1100635,0.0
-117.7186775,34.1094417,0.0
-117.7177334,34.1085178,0.0
-117.7166605,34.1088199,0.0
-117.717433,34.1073985,0.0
-117.716682,34.1073452,0.0
-117.7149439,34.1073275,0.0
-117.7132273,34.1072386,0.0
-117.7184629,34.1059239,0.0
-117.7166605,34.1053909,0.0
-117.7155876,34.1054442,0.0
-117.71493,34.10538,0.0
-117.7142787,34.1061726,0.0
-117.7131844,34.1061904,0.0
-117.7143002,34.1054086,0.0
-117.7131844,34.1053909,0.0
-117.7184415,34.1053909,0.0
-117.7191496,34.1053553,0.0
-117.7191496,34.1044314,0.0
-117.71842,34.1044137,0.0
-117.716682,34.1043959,0.0
-117.7149439,34.1044492,0.0
-117.7155876,34.1043781,0.0
-117.7143002,34.1044314,0.0
-117.7132058,34.1043959,0.0
-117.7114892,34.1044314,0.0
-117.7108884,34.105302,0.0
-117.7108669,34.1049289,0.0
-117.7093005,34.1056218,0.0
-117.709322,34.1046802,0.0
